Plot;Harvest;Species;Infection;Notes
308;A17;Dc;NA;set to associated monoculture value
308;A17;Dg;1;
308;A17;Fr;0.8;
308;A17;Ga;1;
308;A17;Hl;0.9;
308;A17;Hp;1;
308;A17;Lp;1;
308;A17;Pg;1;
308;A17;Pm;0;
308;A17;Pt;0.25;
308;A17;Ra;NA;set to associated monoculture value
308;A17;Sp;0.5;
308;A17;To;1;
309;A17;Am;0.5;
309;A17;Ao;1;
309;A17;Fr;1;
309;A17;Hp;0.95;
310;A17;Be;0.8;
310;A17;Ga;1;
310;A17;Pm;0.1;
310;A17;To;1;
311;A17;Dg;1;
311;A17;Ga;1;
311;A17;Hl;1;
311;A17;Lp;1;
311;A17;Pt;NA;set to associated monoculture value
311;A17;To;0.8;
312;A17;Dc;0.9;
312;A17;Hp;1;
312;A17;Pg;0;
312;A17;Sp;0.2;
313;A17;Ra;1;
314;A17;Am;0.9;
314;A17;Cj;1;
314;A17;Fr;0.75;
314;A17;Hp;1;
316;A17;Ao;1;
316;A17;Cj;1;
316;A17;Dc;0;
316;A17;Sp;0.15;
317;A17;Cb;1;
317;A17;Dg;1;
317;A17;Ga;1;
317;A17;Hl;1;
317;A17;Ra;1;
317;A17;To;1;
318;A17;To;1;
319;A17;Am;0.9;
319;A17;Ga;1;
319;A17;Lp;1;
319;A17;Sp;0.15;
320;A17;Am;0.8;
320;A17;Ao;NA;set to associated monoculture value
320;A17;Be;1;
320;A17;Cj;1;
320;A17;Fr;0.6;
320;A17;Hp;1;
320;A17;Pg;1;
320;A17;Sp;0.15;
321;A17;Dc;0.66;
322;A17;Cb;1;
322;A17;Hp;1;
322;A17;Lp;1;
322;A17;Pg;0.5;
323;A17;Cb;0.9;
323;A17;Dg;1;
323;A17;Hl;1;
323;A17;Lp;1;
323;A17;Pt;0;
323;A17;To;1;
324;A17;Ao;1;
324;A17;Be;1;
324;A17;Cj;1;
324;A17;Dc;0;
324;A17;Fr;0.8;
324;A17;Hp;1;
324;A17;Pg;1;
324;A17;Pm;0.3;
325;A17;Be;1;
325;A17;Dc;0;
325;A17;Fr;0.9;
325;A17;Ga;1;
325;A17;Lp;1;
325;A17;Pt;0.4;
325;A17;Sp;0.1;
325;A17;To;1;
326;A17;Dg;1;
326;A17;Ga;1;
326;A17;Ra;0.6;
327;A17;Cj;1;
328;A17;Am;0.2;
328;A17;Ao;1;
328;A17;Be;0.66;
328;A17;Cb;1;
328;A17;Cj;1;
328;A17;Dc;0;
328;A17;Dg;1;
328;A17;Fr;0.8;
328;A17;Ga;1;
328;A17;Hl;0.9;
328;A17;Hp;0.66;
328;A17;Lp;0.9;
328;A17;Pg;1;
328;A17;Pm;0.2;
328;A17;Pt;0.25;
328;A17;Ra;1;
328;A17;Sp;0.5;
328;A17;To;1;
330;A17;Hp;1;
331;A17;Ao;1;
331;A17;Cj;1;
331;A17;Hp;1;
331;A17;Pg;0.9;
332;A17;Cb;0.95;
332;A17;Dg;1;
332;A17;Ga;1;
332;A17;Hl;1;
332;A17;Lp;1;
332;A17;To;0.85;
333;A17;Be;1;
333;A17;Cb;1;
333;A17;Dc;0;
333;A17;Dg;1;
333;A17;Hl;0.9;
333;A17;Hp;1;
333;A17;Pg;0.7;
333;A17;Ra;NA;set to associated monoculture value
334;A17;Ga;1;
335;A17;Be;1;
336;A17;Am;0.8;
336;A17;Ao;0;
336;A17;Be;1;
336;A17;Cj;1;
336;A17;Dc;NA;set to associated monoculture value
336;A17;Pg;1;
336;A17;Pm;0;
336;A17;Sp;0.33;
1;J18;Cj;0.05;
1;J18;Dg;0.15;
1;J18;Sp;0;
1;J18;To;0.05;
2;J18;Dc;0.1;
2;J18;Lp;0.3;
2;J18;Pm;0.1;
2;J18;To;0.45;
3;J18;Ao;1;
3;J18;Be;0.25;
3;J18;Cb;0.25;
3;J18;Cj;0.3;
3;J18;Hl;NA;set to associated monoculture value
3;J18;Hp;0.1;
3;J18;Lp;0.85;
3;J18;To;0.6;
4;J18;Dg;0.35;
5;J18;Ao;0.35;
5;J18;Dg;1;
5;J18;Hp;0.9;
5;J18;Ra;0.6;
6;J18;Pm;0.05;
7;J18;Dg;1;
7;J18;Hl;0.5;
7;J18;Pt;0.5;
8;J18;Ao;0.5;
9;J18;Dg;0.25;
9;J18;Lp;0.45;
9;J18;To;0.1;
10;J18;Ao;0;
10;J18;Cj;0.1;
10;J18;Dc;NA;set to associated monoculture value
10;J18;Sp;0.25;
11;J18;Ao;0;
11;J18;Be;0.2;
11;J18;Cj;0.1;
11;J18;Dc;0;
11;J18;Fr;0.3;
11;J18;Pg;0.3;
11;J18;Pm;0.1;
11;J18;Sp;0.2;
12;J18;Cb;0.05;
12;J18;Dg;1;
12;J18;Ga;0.7;
12;J18;Lp;0.35;
12;J18;Pt;NA;set to associated monoculture value
12;J18;Ra;NA;set to associated monoculture value
13;J18;Cb;0.05;
13;J18;Ga;0.6;
13;J18;Hl;0.2;
14;J18;Am;0.05;
14;J18;Dc;0.25;
14;J18;Lp;0.2;
14;J18;To;0.5;
15;J18;Dc;NA;set to associated monoculture value
15;J18;Hp;0.4;
15;J18;Pg;0.4;
15;J18;Sp;0.1;
16;J18;Dc;0.05;
17;J18;Ra;0.5;
18;J18;Be;0.35;
18;J18;Dc;0;
18;J18;Fr;0;
18;J18;Ga;1;
18;J18;Lp;0.8;
18;J18;Pt;0;
18;J18;Sp;0.15;
18;J18;To;1;
19;J18;Cb;0.35;
19;J18;Dg;0.4;
19;J18;Pt;NA;set to associated monoculture value
19;J18;To;0.9;
20;J18;Pt;NA;data missing. Monoculture value modelled.
21;J18;Am;0;
21;J18;Ao;0;
21;J18;Be;0.25;
21;J18;Cb;0.65;
21;J18;Cj;0.35;
21;J18;Dc;0;
21;J18;Dg;0.65;
21;J18;Fr;0.5;
21;J18;Ga;0.25;
21;J18;Hl;0;
21;J18;Hp;1;
21;J18;Lp;0.8;
21;J18;Pg;0.7;
21;J18;Pm;0.1;
21;J18;Pt;NA;set to associated monoculture value
21;J18;Ra;1;
21;J18;Sp;0.15;
21;J18;To;0.8;
22;J18;Ao;0.2;
22;J18;Cj;0.15;
22;J18;Hp;0.2;
22;J18;Pg;0.55;
23;J18;Am;0;
23;J18;Cj;0.3;
23;J18;Fr;0.1;
23;J18;Hp;0.3;
24;J18;Dg;0.4;
24;J18;Lp;0.7;
24;J18;Pt;0.4;
24;J18;To;0.95;
25;J18;Hp;0.9;
25;J18;Pg;0.25;
25;J18;Pm;0.15;
25;J18;Sp;0.2;
26;J18;Hl;0.9;
27;J18;Dg;0.9;
27;J18;Lp;0.95;
27;J18;Ra;0.5;
28;J18;Ao;NA;set to associated monoculture value
28;J18;Be;0.65;
28;J18;Cj;0.35;
28;J18;Dc;NA;set to associated monoculture value
28;J18;Fr;0.1;
28;J18;Hp;0.85;
28;J18;Pg;0.25;
28;J18;Pm;0.15;
29;J18;Am;0;
29;J18;Be;0;
29;J18;Cj;0.2;
29;J18;Dc;NA;set to associated monoculture value
29;J18;Hp;1;
29;J18;Pg;0.3;
29;J18;Pm;0.2;
29;J18;Sp;0.2;
30;J18;Am;0.1;
32;J18;Lp;1;
33;J18;Fr;0.05;
33;J18;Pt;NA;set to associated monoculture value
33;J18;Ra;0;
33;J18;Sp;0.1;
34;J18;Ao;0;
34;J18;Cb;1;
34;J18;Dg;0.85;
34;J18;Ga;0.65;
34;J18;Hp;0.6;
34;J18;Pg;0.6;
34;J18;Ra;0;
34;J18;Sp;0.05;
35;J18;Be;0.85;
35;J18;Cb;1;
35;J18;Dc;0;
35;J18;Dg;0.65;
35;J18;Hl;1;
35;J18;Hp;0.8;
35;J18;Pg;0.65;
35;J18;Ra;NA;set to associated monoculture value
36;J18;Cb;0.05;
36;J18;Dg;0.15;
36;J18;Hl;0.5;
36;J18;Lp;0.5;
36;J18;Pt;0.2;
36;J18;To;0.35;
37;J18;Ao;0.15;
37;J18;Dc;0;
37;J18;Fr;0.2;
37;J18;Pm;0.2;
38;J18;Ao;NA;set to associated monoculture value
38;J18;Dc;0;
38;J18;Dg;0.9;
38;J18;To;1;
39;J18;Cb;0.05;
39;J18;Hp;0.85;
39;J18;Lp;0.45;
39;J18;Pg;0.7;
40;J18;Ga;0.75;
40;J18;Hl;1;
40;J18;Lp;0.95;
40;J18;Pt;0.05;
40;J18;Ra;0;
40;J18;To;0.9;
41;J18;Am;0;
41;J18;Ao;1;
41;J18;Be;0.5;
41;J18;Cj;0.1;
41;J18;Dc;NA;set to associated monoculture value
41;J18;Fr;0;
41;J18;Hp;0.55;
41;J18;Pm;0.05;
42;J18;Be;0.35;
42;J18;Cj;0.6;
42;J18;Dc;NA;set to associated monoculture value
42;J18;Pm;0.1;
43;J18;Am;0.05;
43;J18;Ao;0;
43;J18;Be;0.65;
43;J18;Cb;0.75;
43;J18;Cj;0.3;
43;J18;Dc;NA;set to associated monoculture value
43;J18;Dg;0.4;
43;J18;Fr;0.2;
43;J18;Ga;0.65;
43;J18;Hl;0.35;
43;J18;Hp;0.85;
43;J18;Lp;0.6;
43;J18;Pg;0.65;
43;J18;Pm;0.15;
43;J18;Pt;0;
43;J18;Ra;NA;set to associated monoculture value
43;J18;Sp;0.15;
43;J18;To;0.8;
44;J18;Am;0;
44;J18;Ao;0.35;
44;J18;Dg;0.5;
44;J18;Hl;0.5;
44;J18;Pg;0.7;
44;J18;Pm;0.1;
44;J18;Ra;0.5;
45;J18;Be;0.35;
46;J18;Am;0.1;
46;J18;Ao;NA;set to associated monoculture value
46;J18;Fr;0.3;
46;J18;Hp;0.5;
47;J18;Pg;0.6;
48;J18;Cb;0.1;
48;J18;Dg;0.3;
48;J18;Ga;0.5;
48;J18;Hl;0.75;
48;J18;Pt;NA;set to associated monoculture value
48;J18;To;0.3;
49;J18;Dc;NA;set to associated monoculture value
49;J18;Hl;0.8;
49;J18;Hp;0.6;
49;J18;Pg;0.9;
49;J18;Pm;0.1;
49;J18;To;0.3;
50;J18;Am;0;
50;J18;Ao;0.5;
50;J18;Be;0.4;
50;J18;Dc;0;
50;J18;Fr;0.2;
50;J18;Hp;0.7;
50;J18;Pm;0.1;
50;J18;Sp;0.2;
51;J18;Am;0;
51;J18;Be;0;
51;J18;Cj;0.1;
51;J18;Dc;0;
51;J18;Fr;0.05;
51;J18;Pg;0.4;
51;J18;Pm;0;
51;J18;Sp;0.05;
52;J18;To;1;
53;J18;Dg;0.7;
53;J18;Ga;0.5;
53;J18;Ra;0.45;
54;J18;Am;0.15;
54;J18;Ao;NA;set to associated monoculture value
54;J18;Be;0.25;
54;J18;Cj;0.45;
54;J18;Dc;NA;set to associated monoculture value
54;J18;Pg;0.7;
54;J18;Pm;0.15;
54;J18;Sp;0.15;
55;J18;Am;0.1;
55;J18;Ao;0.25;
55;J18;Dc;NA;set to associated monoculture value
55;J18;Pm;0.1;
56;J18;Cj;0.6;
57;J18;Am;0.4;
57;J18;Ao;NA;set to associated monoculture value
57;J18;Be;0.25;
57;J18;Cj;0.3;
57;J18;Fr;0.1;
57;J18;Hp;0.6;
57;J18;Pg;0.4;
57;J18;Sp;0.15;
58;J18;Dg;1;
58;J18;Ga;0.7;
58;J18;Ra;0.1;
59;J18;Am;0;
59;J18;Ao;0;
59;J18;Be;0.25;
59;J18;Cb;0.85;
59;J18;Cj;0.35;
59;J18;Dc;0;
59;J18;Dg;0.15;
59;J18;Fr;0.3;
59;J18;Ga;1;
59;J18;Hl;1;
59;J18;Hp;1;
59;J18;Lp;0.85;
59;J18;Pg;0.35;
59;J18;Pm;0.2;
59;J18;Pt;NA;set to associated monoculture value
59;J18;Ra;1;
59;J18;Sp;0.35;
59;J18;To;0.6;
60;J18;Cb;0.1;
61;J18;Dg;0.6;
61;J18;Ga;0.9;
61;J18;Hl;0.9;
61;J18;Lp;0.85;
61;J18;Pt;0;
61;J18;To;1;
62;J18;Am;0.15;
62;J18;Ao;0.5;
62;J18;Be;0.5;
62;J18;Fr;0.3;
62;J18;Hp;0.7;
62;J18;Pg;0.7;
62;J18;Pm;0.15;
62;J18;Sp;0.9;
63;J18;Cb;0.3;
63;J18;Dg;0.4;
63;J18;Ga;1;
63;J18;Hl;1;
63;J18;Lp;0.35;
63;J18;To;0.6;
64;J18;Cb;0.35;
64;J18;Ga;0.85;
64;J18;Hl;0.5;
64;J18;Lp;0.1;
65;J18;Cb;0.05;
65;J18;Dg;0.5;
65;J18;Ga;1;
65;J18;Lp;0.5;
65;J18;Pt;NA;set to associated monoculture value
65;J18;Ra;0;
65;J18;To;0.45;
66;J18;Am;0.3;
66;J18;Dg;1;
66;J18;Sp;0.3;
67;J18;Hp;0.6;
68;J18;Ao;0.8;
68;J18;Cj;0.5;
68;J18;Fr;0.25;
68;J18;Pg;0.6;
69;J18;Cb;0.15;
69;J18;Dg;0.85;
69;J18;Ga;1;
69;J18;Hl;0.6;
69;J18;Ra;0.5;
69;J18;To;0;
70;J18;Cj;0.75;
70;J18;Fr;0.3;
70;J18;Ga;0.65;
70;J18;Pm;0.05;
70;J18;Pt;0;
70;J18;Sp;0.4;
70;J18;To;1;
71;J18;Fr;0.35;
72;J18;Dc;0;
72;J18;Dg;0.5;
72;J18;Ga;1;
72;J18;Hl;0.75;
72;J18;Hp;1;
72;J18;Lp;0.75;
72;J18;Pg;0.95;
72;J18;Pm;0.05;
73;J18;Be;0.5;
73;J18;Dc;0;
73;J18;Ga;1;
73;J18;Lp;0.9;
73;J18;Pg;0.6;
73;J18;Pm;0.1;
73;J18;Ra;0;
74;J18;Dg;0.7;
74;J18;Lp;0.85;
74;J18;Pt;0;
75;J18;Be;0.15;
75;J18;Ga;1;
75;J18;Pm;0.1;
75;J18;To;0.8;
76;J18;Am;0;
76;J18;Ao;0;
76;J18;Cb;0.1;
76;J18;Ga;1;
76;J18;Pm;0.15;
76;J18;Sp;0.2;
77;J18;Am;0;
77;J18;Ga;0.5;
77;J18;Lp;0.65;
77;J18;Sp;0.1;
78;J18;Ga;1;
79;J18;Sp;0.2;
80;J18;Cb;1;
80;J18;Ga;1;
80;J18;Lp;0.65;
80;J18;Pt;NA;set to associated monoculture value
80;J18;Ra;0.25;
80;J18;To;0.9;
82;J18;Am;0.05;
82;J18;Ao;NA;set to associated monoculture value
82;J18;Be;NA;set to associated monoculture value
82;J18;Cj;0.15;
82;J18;Dc;NA;set to associated monoculture value
82;J18;Hp;0.75;
82;J18;Pm;0.1;
82;J18;Sp;0.15;
83;J18;Am;0;
83;J18;Ao;0.25;
83;J18;Be;0.35;
83;J18;Cb;0.8;
83;J18;Cj;0.35;
83;J18;Dc;NA;set to associated monoculture value
83;J18;Dg;0.5;
83;J18;Fr;0.2;
83;J18;Ga;0.35;
83;J18;Hl;0.75;
83;J18;Hp;0.6;
83;J18;Lp;0.5;
83;J18;Pg;0.5;
83;J18;Pm;0.3;
83;J18;Pt;0;
83;J18;Ra;NA;set to associated monoculture value
83;J18;Sp;0.1;
83;J18;To;0;
84;J18;Cb;1;
84;J18;Ga;0.8;
84;J18;Hl;1;
84;J18;Lp;0.5;
84;J18;Pt;0.35;
84;J18;Ra;NA;set to associated monoculture value
84;J18;To;0.7;
85;J18;Am;0;
85;J18;Be;0;
85;J18;Cj;0.1;
85;J18;Dc;0;
85;J18;Fr;0.15;
85;J18;Pg;0.8;
85;J18;Pm;0.15;
85;J18;Sp;0.2;
86;J18;Cb;0.05;
86;J18;Dg;0.6;
86;J18;Ga;0.4;
86;J18;Hl;0;
86;J18;Pt;NA;set to associated monoculture value
86;J18;To;0.2;
87;J18;Be;0.15;
87;J18;Dc;0;
87;J18;Ga;0.5;
87;J18;Lp;0.2;
87;J18;Pg;1;
87;J18;Pm;0.05;
87;J18;Ra;0;
88;J18;Pg;0.5;
89;J18;Cb;0;
89;J18;Ga;0.2;
89;J18;Lp;0.4;
89;J18;Pt;0.25;
89;J18;Ra;0;
89;J18;To;0.15;
90;J18;Am;0.05;
90;J18;Ao;1;
90;J18;Dg;0.1;
90;J18;Hl;0.65;
90;J18;Pg;0.7;
90;J18;Pm;0.3;
90;J18;Ra;1;
91;J18;Ao;0.3;
92;J18;Ao;1;
92;J18;Cj;0.05;
92;J18;Hp;0.25;
92;J18;Pg;0.9;
93;J18;Lp;1;
94;J18;Cb;0.95;
94;J18;Dg;0.85;
94;J18;Ga;0.45;
94;J18;Hl;0.5;
94;J18;Ra;0;
94;J18;To;0.6;
95;J18;Dc;0.1;
96;J18;Cj;0.15;
97;J18;Fr;0.1;
98;J18;Am;0;
98;J18;Ao;1;
98;J18;Be;0.7;
98;J18;Cj;0;
98;J18;Dc;0;
98;J18;Hp;0.8;
98;J18;Pm;0.4;
98;J18;Sp;0.2;
99;J18;Am;0;
99;J18;Ao;0;
99;J18;Be;0;
99;J18;Cb;1;
99;J18;Cj;0.25;
99;J18;Dc;NA;set to associated monoculture value
99;J18;Dg;0.4;
99;J18;Fr;0.1;
99;J18;Ga;0.75;
99;J18;Hl;0;
99;J18;Hp;0.85;
99;J18;Lp;0.5;
99;J18;Pg;0.6;
99;J18;Pm;0.2;
99;J18;Pt;NA;set to associated monoculture value
99;J18;Ra;NA;set to associated monoculture value
99;J18;Sp;0.02;
99;J18;To;1;
100;J18;Be;0.45;
100;J18;Cb;0.05;
100;J18;Dc;0;
100;J18;Dg;0.35;
100;J18;Hl;0.7;
100;J18;Hp;0.6;
100;J18;Pg;0.6;
100;J18;Ra;0.35;
101;J18;Dg;0.6;
101;J18;Lp;1;
101;J18;To;1;
102;J18;Cb;0.25;
102;J18;Ga;0.7;
102;J18;Hl;0.25;
103;J18;Cb;0.25;
103;J18;Ga;0.66;
103;J18;Hl;0.4;
103;J18;Lp;0.5;
103;J18;Pt;NA;set to associated monoculture value
103;J18;Ra;NA;set to associated monoculture value
103;J18;To;0;
104;J18;Dg;0.9;
104;J18;Lp;0.85;
104;J18;Ra;NA;set to associated monoculture value
105;J18;Am;0;
105;J18;Ao;0.15;
105;J18;Cb;0.2;
105;J18;Ga;0.4;
105;J18;Pm;0.25;
105;J18;Sp;0.15;
106;J18;Dg;0.7;
106;J18;Lp;0.55;
106;J18;Pt;NA;set to associated monoculture value
106;J18;To;0;
107;J18;Be;0.5;
107;J18;Dc;0;
107;J18;Fr;0.1;
107;J18;Ga;0.2;
107;J18;Lp;0.7;
107;J18;Pt;NA;set to associated monoculture value
107;J18;Sp;0;
107;J18;To;0.4;
108;J18;Cj;0;
108;J18;Dg;0.4;
108;J18;Sp;0.1;
108;J18;To;0.2;
109;J18;Hp;0.4;
109;J18;Pg;0.4;
109;J18;Pm;0.35;
109;J18;Sp;0.1;
110;J18;Cj;0.2;
110;J18;Fr;0;
110;J18;Ga;0.3;
110;J18;Pm;0.3;
110;J18;Pt;0;
110;J18;Sp;0.1;
110;J18;To;0;
111;J18;Ao;0.3;
111;J18;Dg;0.7;
111;J18;Hp;0.25;
111;J18;Ra;NA;set to associated monoculture value
112;J18;Am;0.05;
112;J18;Ao;0.15;
112;J18;Dc;0;
112;J18;Pm;0.25;
113;J18;Cb;0.3;
114;J18;Pt;0.2;
115;J18;To;0.35;
116;J18;Cb;0.6;
116;J18;Ga;0.8;
116;J18;Hl;0.35;
116;J18;Lp;0.6;
117;J18;Am;0;
117;J18;Ao;0;
117;J18;Be;0.6;
117;J18;Cb;1;
117;J18;Cj;0.4;
117;J18;Dc;NA;set to associated monoculture value
117;J18;Dg;1;
117;J18;Fr;0.6;
117;J18;Ga;0.75;
117;J18;Hl;0.8;
117;J18;Hp;0.95;
117;J18;Lp;0.65;
117;J18;Pg;0.75;
117;J18;Pm;0.2;
117;J18;Pt;0;
117;J18;Ra;NA;set to associated monoculture value
117;J18;Sp;0.2;
117;J18;To;0.8;
118;J18;Am;0;
118;J18;Ao;1;
118;J18;Be;0.4;
118;J18;Cj;0.2;
118;J18;Fr;0.45;
118;J18;Hp;0.5;
118;J18;Pg;0.8;
118;J18;Sp;0.2;
120;J18;Am;0.05;
120;J18;Ao;0.75;
120;J18;Be;0.3;
120;J18;Cj;0.05;
120;J18;Dc;0;
120;J18;Fr;0.1;
120;J18;Hp;0.35;
120;J18;Pm;0.45;
121;J18;Hp;0.5;
122;J18;Dc;0;
122;J18;Hl;0.65;
122;J18;Hp;0.8;
122;J18;Pg;1;
122;J18;Pm;0.35;
122;J18;To;0.7;
123;J18;Ao;0.25;
123;J18;Be;0.6;
123;J18;Cb;0.8;
123;J18;Cj;0.1;
123;J18;Hl;0.75;
123;J18;Hp;0.7;
123;J18;Lp;1;
123;J18;To;1;
124;J18;Be;0.2;
124;J18;Cj;0.05;
124;J18;Dc;0.5;
124;J18;Pm;0.25;
125;J18;Ao;0.5;
125;J18;Be;0.5;
125;J18;Cj;0.3;
125;J18;Dc;0;
125;J18;Fr;0.1;
125;J18;Pg;1;
125;J18;Pm;0.25;
125;J18;Sp;0.35;
126;J18;Sp;0;Monoculture value zero. Set to half of lowest observed infection value in monocultures.
127;J18;Ao;0.35;
127;J18;Cj;0.05;
127;J18;Fr;0;
127;J18;Pg;0.55;
128;J18;Ao;0;
128;J18;Cj;0.05;
128;J18;Dc;0;
128;J18;Sp;0.2;
129;J18;Dg;0.75;
130;J18;Hl;1;
131;J18;Cb;1;
131;J18;Dg;0.8;
131;J18;Ga;0.8;
131;J18;Lp;0.95;
131;J18;Pt;0.35;
131;J18;Ra;1;
131;J18;To;0.7;
132;J18;Cb;0.95;
132;J18;Dg;0.65;
132;J18;Ga;0.5;
132;J18;Lp;0.85;
132;J18;Pt;0.2;
132;J18;Ra;NA;set to associated monoculture value
133;J18;Ao;0;
133;J18;Dc;0;
133;J18;Fr;0.1;
133;J18;Pm;0.15;
134;J18;Am;0.05;
135;J18;Ga;0.8;
135;J18;Hl;1;
135;J18;Lp;0.95;
135;J18;Pt;0.75;
135;J18;Ra;NA;set to associated monoculture value
135;J18;To;0.4;
136;J18;Cb;1;
136;J18;Dg;0.7;
136;J18;Hl;1;
136;J18;Lp;1;
136;J18;Pt;NA;set to associated monoculture value
136;J18;To;0.65;
137;J18;Am;0;
137;J18;Dg;0.8;
137;J18;Sp;0.25;
138;J18;Be;0.45;
138;J18;Ga;0.9;
138;J18;Pm;0.35;
138;J18;To;NA;set to associated monoculture value
139;J18;Cb;0.05;
139;J18;Dg;0.2;
139;J18;Pt;0.2;
139;J18;To;0.05;
140;J18;Dg;0.4;
140;J18;Ga;0.6;
140;J18;Ra;NA;set to associated monoculture value
141;J18;Ao;0;
141;J18;Be;0.4;
141;J18;Cj;0;
141;J18;Dc;0;
141;J18;Fr;0.1;
141;J18;Hp;0.8;
141;J18;Pg;0.8;
141;J18;Pm;0.15;
142;J18;Dg;0.9;
142;J18;Ga;1;
142;J18;Ra;0.75;
143;J18;Dc;0;
143;J18;Lp;0.8;
143;J18;Pm;0.1;
143;J18;To;1;
144;J18;Cb;0.1;
144;J18;Hp;0.9;
144;J18;Lp;0.8;
144;J18;Pg;0.5;
145;J18;Am;0;
145;J18;Ga;0.5;
145;J18;Lp;0;
145;J18;Sp;0.35;
146;J18;Ga;0.95;
147;J18;Ao;NA;set to associated monoculture value
147;J18;Cb;0.05;
147;J18;Dg;1;
147;J18;Ga;0.3;
147;J18;Hp;0.4;
147;J18;Pg;0.55;
147;J18;Ra;NA;set to associated monoculture value
147;J18;Sp;0;
148;J18;Be;0.2;
149;J18;Dc;NA;set to associated monoculture value
149;J18;Hp;0.8;
149;J18;Pg;0.35;
149;J18;Sp;0.05;
150;J18;Am;0.05;
150;J18;Ao;0.35;
150;J18;Be;0.25;
150;J18;Cj;0;
150;J18;Dc;NA;set to associated monoculture value
150;J18;Pg;0.3;
150;J18;Pm;0.1;
150;J18;Sp;0.2;
151;J18;Am;0;
151;J18;Dc;0.2;
151;J18;Lp;0.35;
151;J18;To;0;
152;J18;Fr;0.35;
152;J18;Pt;NA;set to associated monoculture value
152;J18;Ra;NA;set to associated monoculture value
152;J18;Sp;0.05;
153;J18;Am;0;
153;J18;Be;0.15;
153;J18;Cj;0;
153;J18;Dc;0;
153;J18;Hp;0.95;
153;J18;Pg;1;
153;J18;Pm;0.05;
153;J18;Sp;0.05;
154;J18;Dg;0.6;
154;J18;Ga;0.5;
154;J18;Hl;0.85;
154;J18;Lp;0.75;
154;J18;Pt;NA;set to associated monoculture value
154;J18;To;0.4;
155;J18;Am;0;
155;J18;Ao;NA;set to associated monoculture value
155;J18;Be;0.75;
155;J18;Dc;0;
155;J18;Fr;0.05;
155;J18;Hp;1;
155;J18;Pm;0.35;
155;J18;Sp;0.1;
157;J18;Am;0;
157;J18;Ao;NA;set to associated monoculture value
157;J18;Fr;0.2;
157;J18;Hp;0.8;
158;J18;Am;0;
158;J18;Ao;0;
158;J18;Be;0.5;
158;J18;Cb;0;
158;J18;Cj;0;
158;J18;Dc;NA;set to associated monoculture value
158;J18;Dg;0.25;
158;J18;Fr;0.15;
158;J18;Ga;NA;set to associated monoculture value
158;J18;Hl;0.25;
158;J18;Hp;0.5;
158;J18;Lp;0.65;
158;J18;Pg;0.2;
158;J18;Pm;0.1;
158;J18;Pt;0.2;
158;J18;Ra;NA;set to associated monoculture value
158;J18;Sp;0;
158;J18;To;0.2;
159;J18;Dg;1;
159;J18;Lp;1;
159;J18;Pt;0.15;
160;J18;Am;0;
160;J18;Cj;0.3;
160;J18;Fr;0.2;
160;J18;Hp;1;
161;J18;Cb;0.95;
161;J18;Dg;0.7;
161;J18;Ga;0.8;
161;J18;Hl;1;
161;J18;Lp;0.95;
161;J18;To;0.9;
162;J18;Am;0;
162;J18;Ao;0.5;
162;J18;Be;0.35;
162;J18;Fr;0.2;
162;J18;Hp;0.7;
162;J18;Pg;0.5;
162;J18;Pm;0.3;
162;J18;Sp;0.1;
163;J18;Dc;0;
163;J18;Dg;0.4;
163;J18;Ga;0.3;
163;J18;Hl;0.5;
163;J18;Hp;0.8;
163;J18;Lp;0.6;
163;J18;Pg;0.6;
163;J18;Pm;0.1;
164;J18;Pm;0.2;
165;J18;Dg;0.5;
165;J18;Hl;0.85;
165;J18;Pt;0.3;
166;J18;Am;0.05;
166;J18;Ao;0;
166;J18;Be;0.5;
166;J18;Cb;0.05;
166;J18;Cj;0;
166;J18;Dc;0;
166;J18;Dg;0.5;
166;J18;Fr;0.15;
166;J18;Ga;0.4;
166;J18;Hl;0;
166;J18;Hp;0.8;
166;J18;Lp;0.4;
166;J18;Pg;0.5;
166;J18;Pm;0.05;
166;J18;Pt;1;
166;J18;Ra;NA;set to associated monoculture value
166;J18;Sp;0.1;
166;J18;To;0;
167;J18;Ra;0.4;
168;J18;Ao;0.35;
168;J18;Dc;0.1;
168;J18;Dg;0.45;
168;J18;To;0.1;
169;J18;Dg;0.9;
170;J18;Am;0;
170;J18;Ao;NA;set to associated monoculture value
170;J18;Cb;0.5;
170;J18;Ga;1;
170;J18;Pm;0.5;
170;J18;Sp;0.2;
171;J18;Am;0.1;
171;J18;Ao;1;
171;J18;Be;0.5;
171;J18;Cb;0.4;
171;J18;Cj;0.1;
171;J18;Dc;0;
171;J18;Dg;0.6;
171;J18;Fr;0.2;
171;J18;Ga;0.33;
171;J18;Hl;1;
171;J18;Hp;0.12;
171;J18;Lp;0.2;
171;J18;Pg;1;
171;J18;Pm;0.5;
171;J18;Pt;1;
171;J18;Ra;NA;set to associated monoculture value
171;J18;Sp;0.25;
171;J18;To;0.2;
172;J18;Cb;0.55;
172;J18;Hp;0.25;
172;J18;Lp;0.3;
172;J18;Pg;0.6;
173;J18;Am;0.05;
173;J18;Ao;0.3;
173;J18;Dc;NA;set to associated monoculture value
173;J18;Pm;0.1;
174;J18;Am;0;
174;J18;Ao;0.33;
174;J18;Be;0.5;
174;J18;Cj;0.2;
174;J18;Dc;NA;set to associated monoculture value
174;J18;Fr;0.7;
174;J18;Hp;0.4;
