"Plot;Harvest;Species;Abundance"
"241;J18;Cb;0.064814815"
"241;J18;Dc;0"
"241;J18;Dg;0.231481481"
"241;J18;Hl;0.462962963"
"241;J18;Hp;0.138888889"
"241;J18;Pg;0.092592593"
"241;J18;Ra;0.009259259"
"242;J18;Ao;1"
"243;J18;Cb;0.324074074"
"243;J18;Dg;0.046296296"
"243;J18;Ga;0.231481481"
"243;J18;Hl;0.277777778"
"243;J18;Ra;0.027777778"
"243;J18;To;0.092592593"
"244;J18;Hp;0.098360656"
"244;J18;Pg;0.12295082"
"244;J18;Pm;0.12295082"
"244;J18;Sp;0.655737705"
"245;J18;Ao;0.09009009"
"245;J18;Dc;0.009009009"
"245;J18;Fr;0.630630631"
"245;J18;Pm;0.27027027"
"246;J18;Cb;0.018867925"
"246;J18;Dg;0"
"246;J18;Ga;0.377358491"
"246;J18;Lp;0.377358491"
"246;J18;Pt;0.028301887"
"246;J18;Ra;0.009433962"
"246;J18;To;0.188679245"
"247;J18;Am;0.026315789"
"247;J18;Ao;0"
"247;J18;Be;0"
"247;J18;Cb;0"
"247;J18;Cj;0.614035088"
"247;J18;Dc;0"
"247;J18;Dg;0.043859649"
"247;J18;Fr;0"
"247;J18;Ga;0"
"247;J18;Hl;0.175438596"
"247;J18;Hp;0.00877193"
"247;J18;Lp;0.01754386"
"247;J18;Pg;0"
"247;J18;Pm;0.026315789"
"247;J18;Pt;0.01754386"
"247;J18;Ra;0.01754386"
"247;J18;Sp;0.00877193"
"247;J18;To;0.043859649"
"248;J18;Ra;1"
"249;J18;Cb;0.425531915"
"249;J18;Dg;0.159574468"
"249;J18;Ga;0"
"249;J18;Lp;0.319148936"
"249;J18;Pt;0.074468085"
"249;J18;Ra;0.021276596"
"250;J18;Pg;1"
"252;J18;Am;0.141509434"
"252;J18;Ao;0.009433962"
"252;J18;Be;0"
"252;J18;Cj;0.377358491"
"252;J18;Fr;0.047169811"
"252;J18;Hp;0.094339623"
"252;J18;Pg;0.141509434"
"252;J18;Sp;0.188679245"
"253;J18;Fr;0.601851852"
"253;J18;Pt;0"
"253;J18;Ra;0.027777778"
"253;J18;Sp;0.37037037"
"254;J18;Am;0.229007634"
"254;J18;Be;0.152671756"
"254;J18;Cj;0.305343511"
"254;J18;Dc;0.022900763"
"254;J18;Fr;0.076335878"
"254;J18;Pg;0.114503817"
"254;J18;Pm;0.022900763"
"254;J18;Sp;0.076335878"
"255;J18;Cb;0.495049505"
"255;J18;Dg;0.099009901"
"255;J18;Pt;0.059405941"
"255;J18;To;0.346534653"
"256;J18;Hp;0.099099099"
"256;J18;Pg;0.108108108"
"256;J18;Pm;0.072072072"
"256;J18;Sp;0.720720721"
"257;J18;Ao;0.071428571"
"257;J18;Dc;0.035714286"
"257;J18;Fr;0.625"
"257;J18;Pm;0.267857143"
"258;J18;Am;0.490566038"
"258;J18;Ao;0.018867925"
"258;J18;Be;0.150943396"
"258;J18;Cj;0.128301887"
"258;J18;Dc;0"
"258;J18;Fr;0.113207547"
"258;J18;Hp;0.030188679"
"258;J18;Pm;0.067924528"
"259;J18;Cb;0.364583333"
"259;J18;Ga;0.260416667"
"259;J18;Hl;0.0625"
"259;J18;Lp;0.3125"
"260;J18;Am;0.803571429"
"260;J18;Dg;0.017857143"
"260;J18;Sp;0.178571429"
"261;J18;Dg;0.4"
"261;J18;Hl;0.533333333"
"261;J18;Pt;0.066666667"
"262;J18;Pg;1"
"263;J18;Cb;0.172413793"
"263;J18;Ga;0.402298851"
"263;J18;Lp;0.229885057"
"263;J18;Pt;0.057471264"
"263;J18;Ra;0.057471264"
"263;J18;To;0.08045977"
"264;J18;Ao;0.043956044"
"264;J18;Dg;0.21978022"
"264;J18;Hp;0.659340659"
"264;J18;Ra;0.076923077"
"265;J18;Am;0.922330097"
"265;J18;Dc;0.019417476"
"265;J18;Lp;0.029126214"
"265;J18;To;0.029126214"
"266;J18;Ao;0.017699115"
"266;J18;Cj;0.796460177"
"266;J18;Fr;0.123893805"
"266;J18;Pg;0.061946903"
"267;J18;Ga;0.68627451"
"267;J18;Hl;0.078431373"
"267;J18;Lp;0.098039216"
"267;J18;Pt;0.039215686"
"267;J18;Ra;0.049019608"
"267;J18;To;0.049019608"
"268;J18;Am;0.743801653"
"268;J18;Ao;0"
"268;J18;Dg;0.041322314"
"268;J18;Hl;0.041322314"
"268;J18;Pg;0.049586777"
"268;J18;Pm;0.123966942"
"268;J18;Ra;0"
"269;J18;Dc;0.037735849"
"269;J18;Hl;0.113207547"
"269;J18;Hp;0.141509434"
"269;J18;Pg;0.424528302"
"269;J18;Pm;0.235849057"
"269;J18;To;0.047169811"
"270;J18;Dg;0.180851064"
"270;J18;Lp;0.744680851"
"270;J18;To;0.074468085"
"271;J18;Ao;0.028169014"
"271;J18;Be;0.056338028"
"271;J18;Cj;0.563380282"
"271;J18;Dc;0.042253521"
"271;J18;Fr;0.105633803"
"271;J18;Pg;0.049295775"
"271;J18;Pm;0.070422535"
"271;J18;Sp;0.084507042"
"272;J18;Am;0.769911504"
"272;J18;Ao;0.053097345"
"272;J18;Dc;0"
"272;J18;Pm;0.17699115"
"273;J18;Cj;0.75"
"273;J18;Dg;0.04"
"273;J18;Sp;0.17"
"273;J18;To;0.04"
"274;J18;Pm;1"
"275;J18;Fr;1"
"276;J18;Ao;0.026086957"
"276;J18;Be;0.086956522"
"276;J18;Cb;0.156521739"
"276;J18;Cj;0.608695652"
"276;J18;Hl;0"
"276;J18;Hp;0.060869565"
"276;J18;Lp;0.043478261"
"276;J18;To;0.017391304"
"277;J18;Cb;0.161290323"
"277;J18;Ga;0.430107527"
"277;J18;Hl;0.139784946"
"277;J18;Lp;0.161290323"
"277;J18;Pt;0.032258065"
"277;J18;Ra;0"
"277;J18;To;0.075268817"
"278;J18;Ao;1"
"279;J18;Sp;1"
"280;J18;Be;0.225225225"
"280;J18;Dc;0"
"280;J18;Ga;0.225225225"
"280;J18;Lp;0.126126126"
"280;J18;Pg;0.27027027"
"280;J18;Pm;0.153153153"
"280;J18;Ra;0"
"281;J18;Am;1"
"282;J18;Am;0.111111111"
"282;J18;Ao;0.02962963"
"282;J18;Be;0.111111111"
"282;J18;Dc;0.007407407"
"282;J18;Fr;0.074074074"
"282;J18;Hp;0.222222222"
"282;J18;Pm;0.148148148"
"282;J18;Sp;0.296296296"
"283;J18;Dc;0.019607843"
"283;J18;Lp;0.441176471"
"283;J18;Pm;0.490196078"
"283;J18;To;0.049019608"
"284;J18;Be;0.071428571"
"284;J18;Cj;0.510204082"
"284;J18;Dc;0.010204082"
"284;J18;Pm;0.408163265"
"285;J18;Am;0.267175573"
"285;J18;Ao;0.022900763"
"285;J18;Be;0.099236641"
"285;J18;Fr;0.13740458"
"285;J18;Hp;0.129770992"
"285;J18;Pg;0.061068702"
"285;J18;Pm;0.091603053"
"285;J18;Sp;0.190839695"
"286;J18;Cb;1"
"287;J18;Dg;0.020618557"
"287;J18;Lp;0.824742268"
"287;J18;Pt;0.051546392"
"287;J18;To;0.103092784"
"288;J18;Am;0.393700787"
"288;J18;Be;0.062992126"
"288;J18;Cj;0.236220472"
"288;J18;Dc;0"
"288;J18;Hp;0.086614173"
"288;J18;Pg;0.039370079"
"288;J18;Pm;0.078740157"
"288;J18;Sp;0.102362205"
"289;J18;Dg;0.154639175"
"289;J18;Lp;0.773195876"
"289;J18;Pt;0.072164948"
"290;J18;Am;0.149253731"
"290;J18;Ao;0.014925373"
"290;J18;Be;0.111940299"
"290;J18;Cb;0"
"290;J18;Cj;0.126865672"
"290;J18;Dc;0.02238806"
"290;J18;Dg;0"
"290;J18;Fr;0.052238806"
"290;J18;Ga;0.164179104"
"290;J18;Hl;0"
"290;J18;Hp;0.074626866"
"290;J18;Lp;0.029850746"
"290;J18;Pg;0.089552239"
"290;J18;Pm;0.029850746"
"290;J18;Pt;0.02238806"
"290;J18;Ra;0"
"290;J18;Sp;0.111940299"
"290;J18;To;0"
"291;J18;Cj;0.537190083"
"291;J18;Fr;0.05785124"
"291;J18;Ga;0.247933884"
"291;J18;Pm;0.066115702"
"291;J18;Pt;0"
"291;J18;Sp;0.090909091"
"291;J18;To;0"
"292;J18;Pt;1"
"293;J18;Ao;0"
"293;J18;Cb;0.073394495"
"293;J18;Dg;0.018348624"
"293;J18;Ga;0.412844037"
"293;J18;Hp;0.19266055"
"293;J18;Pg;0.119266055"
"293;J18;Ra;0"
"293;J18;Sp;0.183486239"
"294;J18;Lp;1"
"295;J18;Am;0.185185185"
"295;J18;Ao;0.009259259"
"295;J18;Be;0"
"295;J18;Cb;0"
"295;J18;Cj;0.046296296"
"295;J18;Dc;0.046296296"
"295;J18;Dg;0.018518519"
"295;J18;Fr;0.138888889"
"295;J18;Ga;0"
"295;J18;Hl;0.018518519"
"295;J18;Hp;0.046296296"
"295;J18;Lp;0.092592593"
"295;J18;Pg;0.111111111"
"295;J18;Pm;0.092592593"
"295;J18;Pt;0.046296296"
"295;J18;Ra;0"
"295;J18;Sp;0.138888889"
"295;J18;To;0.009259259"
"296;J18;Dg;0.343137255"
"296;J18;Lp;0.588235294"
"296;J18;Ra;0.068627451"
"297;J18;Dg;0.267857143"
"297;J18;Ga;0.625"
"297;J18;Ra;0.107142857"
"298;J18;Dg;1"
"299;J18;Hl;1"
"300;J18;Cb;0.4"
"300;J18;Dg;0.04"
"300;J18;Ga;0.35"
"300;J18;Lp;0.11"
"300;J18;Pt;0.04"
"300;J18;Ra;0.01"
"300;J18;To;0.05"
"301;J18;Cb;0.3125"
"301;J18;Dg;0.072916667"
"301;J18;Ga;0.354166667"
"301;J18;Lp;0.166666667"
"301;J18;Pt;0.0625"
"301;J18;Ra;0.03125"
"302;J18;Ao;0.098039216"
"302;J18;Dc;0.019607843"
"302;J18;Dg;0.588235294"
"302;J18;To;0.294117647"
"303;J18;Am;0.363636364"
"303;J18;Ao;0.036363636"
"303;J18;Cb;0"
"303;J18;Ga;0.109090909"
"303;J18;Pm;0.109090909"
"303;J18;Sp;0.381818182"
"304;J18;Cb;0.205357143"
"304;J18;Dg;0.133928571"
"304;J18;Ga;0.491071429"
"304;J18;Hl;0.071428571"
"304;J18;Pt;0.035714286"
"304;J18;To;0.0625"
"305;J18;Cb;0.346534653"
"305;J18;Ga;0.554455446"
"305;J18;Hl;0.099009901"
"306;J18;Dc;0.018181818"
"306;J18;Dg;0.054545455"
"306;J18;Ga;0.2"
"306;J18;Hl;0.118181818"
"306;J18;Hp;0.090909091"
"306;J18;Lp;0.063636364"
"306;J18;Pg;0.318181818"
"306;J18;Pm;0.136363636"
"307;J18;Am;0.159574468"
"307;J18;Ao;0.021276596"
"307;J18;Be;0.042553191"
"307;J18;Cj;0.35106383"
"307;J18;Dc;0"
"307;J18;Hp;0.180851064"
"307;J18;Pm;0.106382979"
"307;J18;Sp;0.138297872"
"308;J18;Am;0.222222222"
"308;J18;Ao;0.007407407"
"308;J18;Be;0.044444444"
"308;J18;Cb;0.037037037"
"308;J18;Cj;0.133333333"
"308;J18;Dc;0"
"308;J18;Dg;0.02962963"
"308;J18;Fr;0.044444444"
"308;J18;Ga;0.162962963"
"308;J18;Hl;0.051851852"
"308;J18;Hp;0.066666667"
"308;J18;Lp;0.022222222"
"308;J18;Pg;0.051851852"
"308;J18;Pm;0.022222222"
"308;J18;Pt;0.022222222"
"308;J18;Ra;0"
"308;J18;Sp;0.074074074"
"308;J18;To;0.007407407"
"309;J18;Am;0.594059406"
"309;J18;Ao;0.00990099"
"309;J18;Fr;0.297029703"
"309;J18;Hp;0.099009901"
"310;J18;Be;0.172413793"
"310;J18;Ga;0.24137931"
"310;J18;Pm;0.551724138"
"310;J18;To;0.034482759"
"311;J18;Dg;0.186813187"
"311;J18;Ga;0.164835165"
"311;J18;Hl;0.164835165"
"311;J18;Lp;0.274725275"
"311;J18;Pt;0.131868132"
"311;J18;To;0.076923077"
"312;J18;Dc;0.027777778"
"312;J18;Hp;0.185185185"
"312;J18;Pg;0.416666667"
"312;J18;Sp;0.37037037"
"313;J18;Ra;1"
"314;J18;Am;0.45"
"314;J18;Cj;0.3"
"314;J18;Fr;0.12"
"314;J18;Hp;0.13"
"316;J18;Ao;0.072164948"
"316;J18;Cj;0.618556701"
"316;J18;Dc;0"
"316;J18;Sp;0.309278351"
"317;J18;Cb;0.146551724"
"317;J18;Dg;0.172413793"
"317;J18;Ga;0.517241379"
"317;J18;Hl;0.103448276"
"317;J18;Ra;0.034482759"
"317;J18;To;0.025862069"
"318;J18;To;1"
"319;J18;Am;0.752212389"
"319;J18;Ga;0.132743363"
"319;J18;Lp;0.026548673"
"319;J18;Sp;0.088495575"
"320;J18;Am;0.291262136"
"320;J18;Ao;0"
"320;J18;Be;0.067961165"
"320;J18;Cj;0.339805825"
"320;J18;Fr;0.067961165"
"320;J18;Hp;0.106796117"
"320;J18;Pg;0.019417476"
"320;J18;Sp;0.106796117"
"321;J18;Dc;1"
"322;J18;Cb;0.077669903"
"322;J18;Hp;0.67961165"
"322;J18;Lp;0.145631068"
"322;J18;Pg;0.097087379"
"323;J18;Cb;0.343137255"
"323;J18;Dg;0.098039216"
"323;J18;Hl;0.245098039"
"323;J18;Lp;0.147058824"
"323;J18;Pt;0.019607843"
"323;J18;To;0.147058824"
"324;J18;Ao;0.053030303"
"324;J18;Be;0.022727273"
"324;J18;Cj;0.454545455"
"324;J18;Dc;0"
"324;J18;Fr;0.015151515"
"324;J18;Hp;0.075757576"
"324;J18;Pg;0.151515152"
"324;J18;Pm;0.227272727"
"325;J18;Be;0.071942446"
"325;J18;Dc;0.021582734"
"325;J18;Fr;0.143884892"
"325;J18;Ga;0.107913669"
"325;J18;Lp;0.107913669"
"325;J18;Pt;0.043165468"
"325;J18;Sp;0.467625899"
"325;J18;To;0.035971223"
"326;J18;Dg;0.510204082"
"326;J18;Ga;0.408163265"
"326;J18;Ra;0.081632653"
"327;J18;Cj;1"
"328;J18;Am;0.076335878"
"328;J18;Ao;0.022900763"
"328;J18;Be;0"
"328;J18;Cb;0"
"328;J18;Cj;0.458015267"
"328;J18;Dc;0"
"328;J18;Dg;0.007633588"
"328;J18;Fr;0.045801527"
"328;J18;Ga;0.053435115"
"328;J18;Hl;0.030534351"
"328;J18;Hp;0.030534351"
"328;J18;Lp;0.015267176"
"328;J18;Pg;0.061068702"
"328;J18;Pm;0.076335878"
"328;J18;Pt;0.022900763"
"328;J18;Ra;0"
"328;J18;Sp;0.083969466"
"328;J18;To;0.015267176"
"330;J18;Hp;1"
"331;J18;Ao;0.1"
"331;J18;Cj;0.35"
"331;J18;Hp;0.25"
"331;J18;Pg;0.3"
"332;J18;Cb;0.067669173"
"332;J18;Dg;0.601503759"
"332;J18;Ga;0.060150376"
"332;J18;Hl;0.090225564"
"332;J18;Lp;0.127819549"
"332;J18;To;0.052631579"
"333;J18;Be;0.142857143"
"333;J18;Cb;0.204081633"
"333;J18;Dc;0.040816327"
"333;J18;Dg;0.12244898"
"333;J18;Hl;0.081632653"
"333;J18;Hp;0.102040816"
"333;J18;Pg;0.306122449"
"333;J18;Ra;0"
"334;J18;Ga;1"
"335;J18;Be;1"
"336;J18;Am;0.432692308"
"336;J18;Ao;0.019230769"
"336;J18;Be;0.038461538"
"336;J18;Cj;0.336538462"
"336;J18;Dc;0"
"336;J18;Pg;0"
"336;J18;Pm;0.038461538"
"336;J18;Sp;0.134615385"
"1;A18;Cj;0.445544554"
"1;A18;Dg;0.00990099"
"1;A18;Sp;0.297029703"
"1;A18;To;0.247524752"
"2;A18;Dc;0.012048193"
"2;A18;Lp;0.024096386"
"2;A18;Pm;0.722891566"
"2;A18;To;0.240963855"
"3;A18;Ao;0.010869565"
"3;A18;Be;0.043478261"
"3;A18;Cb;0.065217391"
"3;A18;Cj;0.543478261"
"3;A18;Hl;0"
"3;A18;Hp;0.108695652"
"3;A18;Lp;0.010869565"
"3;A18;To;0.217391304"
"4;A18;Dg;1"
"5;A18;Ao;0"
"5;A18;Dg;0.25"
"5;A18;Hp;0.714285714"
"5;A18;Ra;0.035714286"
"6;A18;Pm;1"
"7;A18;Dg;0.975609756"
"7;A18;Hl;0.024390244"
"7;A18;Pt;0"
"8;A18;Ao;1"
"9;A18;Dg;0.013888889"
"9;A18;Lp;0.013888889"
"9;A18;To;0.972222222"
"10;A18;Ao;0"
"10;A18;Cj;0.396039604"
"10;A18;Dc;0.00990099"
"10;A18;Sp;0.594059406"
"11;A18;Ao;0.009708738"
"11;A18;Be;0.009708738"
"11;A18;Cj;0.291262136"
"11;A18;Dc;0.009708738"
"11;A18;Fr;0.009708738"
"11;A18;Pg;0.582524272"
"11;A18;Pm;0.058252427"
"11;A18;Sp;0.029126214"
"12;A18;Cb;0.425531915"
"12;A18;Dg;0.010638298"
"12;A18;Ga;0.531914894"
"12;A18;Lp;0.010638298"
"12;A18;Pt;0.010638298"
"12;A18;Ra;0.010638298"
"13;A18;Cb;0.774647887"
"13;A18;Ga;0.211267606"
"13;A18;Hl;0.014084507"
"14;A18;Am;0.969387755"
"14;A18;Dc;0.010204082"
"14;A18;Lp;0.010204082"
"14;A18;To;0.010204082"
"15;A18;Dc;0"
"15;A18;Hp;0.041666667"
"15;A18;Pg;0.125"
"15;A18;Sp;0.833333333"
"16;A18;Dc;1"
"17;A18;Ra;1"
"18;A18;Be;0.011627907"
"18;A18;Dc;0.011627907"
"18;A18;Fr;0.011627907"
"18;A18;Ga;0.046511628"
"18;A18;Lp;0.046511628"
"18;A18;Pt;0"
"18;A18;Sp;0.465116279"
"18;A18;To;0.406976744"
"19;A18;Cb;0.352112676"
"19;A18;Dg;0.281690141"
"19;A18;Pt;0.014084507"
"19;A18;To;0.352112676"
"20;A18;Pt;1"
"21;A18;Am;0.4"
"21;A18;Ao;0"
"21;A18;Be;0.01"
"21;A18;Cb;0.02"
"21;A18;Cj;0.25"
"21;A18;Dc;0"
"21;A18;Dg;0.01"
"21;A18;Fr;0.01"
"21;A18;Ga;0.02"
"21;A18;Hl;0"
"21;A18;Hp;0.01"
"21;A18;Lp;0.01"
"21;A18;Pg;0.06"
"21;A18;Pm;0.1"
"21;A18;Pt;0"
"21;A18;Ra;0"
"21;A18;Sp;0.08"
"21;A18;To;0.02"
"22;A18;Ao;0"
"22;A18;Cj;0.824175824"
"22;A18;Hp;0.076923077"
"22;A18;Pg;0.098901099"
"23;A18;Am;0.412371134"
"23;A18;Cj;0.567010309"
"23;A18;Fr;0.010309278"
"23;A18;Hp;0.010309278"
"24;A18;Dg;0.010204082"
"24;A18;Lp;0.010204082"
"24;A18;Pt;0.010204082"
"24;A18;To;0.969387755"
"25;A18;Hp;0.142857143"
"25;A18;Pg;0.19047619"
"25;A18;Pm;0.19047619"
"25;A18;Sp;0.476190476"
"26;A18;Hl;1"
"27;A18;Dg;0.625"
"27;A18;Lp;0.375"
"27;A18;Ra;0"
"28;A18;Ao;0"
"28;A18;Be;0.021052632"
"28;A18;Cj;0.789473684"
"28;A18;Dc;0"
"28;A18;Fr;0.010526316"
"28;A18;Hp;0.021052632"
"28;A18;Pg;0.105263158"
"28;A18;Pm;0.052631579"
"29;A18;Am;0.495049505"
"29;A18;Be;0.00990099"
"29;A18;Cj;0.198019802"
"29;A18;Dc;0"
"29;A18;Hp;0.00990099"
"29;A18;Pg;0.01980198"
"29;A18;Pm;0.069306931"
"29;A18;Sp;0.198019802"
"30;A18;Am;1"
"32;A18;Lp;1"
"33;A18;Fr;0.025641026"
"33;A18;Pt;0.012820513"
"33;A18;Ra;0"
"33;A18;Sp;0.961538462"
"34;A18;Ao;0"
"34;A18;Cb;0.08045977"
"34;A18;Dg;0.045977011"
"34;A18;Ga;0.137931034"
"34;A18;Hp;0.114942529"
"34;A18;Pg;0.045977011"
"34;A18;Ra;0"
"34;A18;Sp;0.574712644"
"35;A18;Be;0.046153846"
"35;A18;Cb;0.092307692"
"35;A18;Dc;0.030769231"
"35;A18;Dg;0.061538462"
"35;A18;Hl;0"
"35;A18;Hp;0.076923077"
"35;A18;Pg;0.692307692"
"35;A18;Ra;0"
"36;A18;Cb;0.117647059"
"36;A18;Dg;0.011764706"
"36;A18;Hl;0.011764706"
"36;A18;Lp;0.035294118"
"36;A18;Pt;0"
"36;A18;To;0.823529412"
"37;A18;Ao;0.014492754"
"37;A18;Dc;0.014492754"
"37;A18;Fr;0.101449275"
"37;A18;Pm;0.869565217"
"38;A18;Ao;0.011235955"
"38;A18;Dc;0.011235955"
"38;A18;Dg;0.02247191"
"38;A18;To;0.95505618"
"39;A18;Cb;0.011904762"
"39;A18;Hp;0.035714286"
"39;A18;Lp;0.05952381"
"39;A18;Pg;0.892857143"
"40;A18;Ga;0.229885057"
"40;A18;Hl;0.011494253"
"40;A18;Lp;0.172413793"
"40;A18;Pt;0.011494253"
"40;A18;Ra;0"
"40;A18;To;0.574712644"
"41;A18;Am;0.613207547"
"41;A18;Ao;0"
"41;A18;Be;0.037735849"
"41;A18;Cj;0.283018868"
"41;A18;Dc;0"
"41;A18;Fr;0.009433962"
"41;A18;Hp;0.018867925"
"41;A18;Pm;0.037735849"
"42;A18;Be;0.019607843"
"42;A18;Cj;0.68627451"
"42;A18;Dc;0"
"42;A18;Pm;0.294117647"
"43;A18;Am;0.324074074"
"43;A18;Ao;0.009259259"
"43;A18;Be;0.009259259"
"43;A18;Cb;0.018518519"
"43;A18;Cj;0.37037037"
"43;A18;Dc;0"
"43;A18;Dg;0.009259259"
"43;A18;Fr;0.009259259"
"43;A18;Ga;0.018518519"
"43;A18;Hl;0.009259259"
"43;A18;Hp;0.018518519"
"43;A18;Lp;0.009259259"
"43;A18;Pg;0.009259259"
"43;A18;Pm;0.018518519"
"43;A18;Pt;0"
"43;A18;Ra;0"
"43;A18;Sp;0.092592593"
"43;A18;To;0.074074074"
"44;A18;Am;0.210526316"
"44;A18;Ao;0.013157895"
"44;A18;Dg;0.039473684"
"44;A18;Hl;0.013157895"
"44;A18;Pg;0.460526316"
"44;A18;Pm;0.263157895"
"44;A18;Ra;0"
"45;A18;Be;1"
"46;A18;Am;0.8"
"46;A18;Ao;0.02"
"46;A18;Fr;0.02"
"46;A18;Hp;0.16"
"47;A18;Pg;1"
"48;A18;Cb;0.284090909"
"48;A18;Dg;0.113636364"
"48;A18;Ga;0.022727273"
"48;A18;Hl;0.011363636"
"48;A18;Pt;0"
"48;A18;To;0.568181818"
"49;A18;Dc;0"
"49;A18;Hl;0.059405941"
"49;A18;Hp;0.02970297"
"49;A18;Pg;0.594059406"
"49;A18;Pm;0.198019802"
"49;A18;To;0.118811881"
"50;A18;Am;0.265486726"
"50;A18;Ao;0.008849558"
"50;A18;Be;0.008849558"
"50;A18;Dc;0.008849558"
"50;A18;Fr;0.026548673"
"50;A18;Hp;0.017699115"
"50;A18;Pm;0.17699115"
"50;A18;Sp;0.486725664"
"51;A18;Am;0.103092784"
"51;A18;Be;0.010309278"
"51;A18;Cj;0.051546392"
"51;A18;Dc;0.010309278"
"51;A18;Fr;0.010309278"
"51;A18;Pg;0.020618557"
"51;A18;Pm;0.020618557"
"51;A18;Sp;0.773195876"
"52;A18;To;1"
"53;A18;Dg;0.272727273"
"53;A18;Ga;0.636363636"
"53;A18;Ra;0.090909091"
"54;A18;Am;0.261904762"
"54;A18;Ao;0.011904762"
"54;A18;Be;0.023809524"
"54;A18;Cj;0.238095238"
"54;A18;Dc;0"
"54;A18;Pg;0.047619048"
"54;A18;Pm;0.178571429"
"54;A18;Sp;0.238095238"
"55;A18;Am;0.824175824"
"55;A18;Ao;0.010989011"
"55;A18;Dc;0"
"55;A18;Pm;0.164835165"
"56;A18;Cj;1"
"57;A18;Am;0.454545455"
"57;A18;Ao;0.01010101"
"57;A18;Be;0.01010101"
"57;A18;Cj;0.303030303"
"57;A18;Fr;0.01010101"
"57;A18;Hp;0.03030303"
"57;A18;Pg;0.03030303"
"57;A18;Sp;0.151515152"
"58;A18;Dg;0.480769231"
"58;A18;Ga;0.480769231"
"58;A18;Ra;0.038461538"
"59;A18;Am;0.01754386"
"59;A18;Ao;0"
"59;A18;Be;0.00877193"
"59;A18;Cb;0.219298246"
"59;A18;Cj;0.01754386"
"59;A18;Dc;0.01754386"
"59;A18;Dg;0.035087719"
"59;A18;Fr;0.00877193"
"59;A18;Ga;0.149122807"
"59;A18;Hl;0.00877193"
"59;A18;Hp;0"
"59;A18;Lp;0.00877193"
"59;A18;Pg;0.035087719"
"59;A18;Pm;0.052631579"
"59;A18;Pt;0"
"59;A18;Ra;0"
"59;A18;Sp;0.114035088"
"59;A18;To;0.307017544"
"60;A18;Cb;1"
"61;A18;Dg;0.046153846"
"61;A18;Ga;0.307692308"
"61;A18;Hl;0.015384615"
"61;A18;Lp;0.076923077"
"61;A18;Pt;0.015384615"
"61;A18;To;0.538461538"
"62;A18;Am;0.085365854"
"62;A18;Ao;0.012195122"
"62;A18;Be;0.024390244"
"62;A18;Fr;0.012195122"
"62;A18;Hp;0.024390244"
"62;A18;Pg;0.219512195"
"62;A18;Pm;0.134146341"
"62;A18;Sp;0.487804878"
"63;A18;Cb;0.466666667"
"63;A18;Dg;0.026666667"
"63;A18;Ga;0.066666667"
"63;A18;Hl;0.013333333"
"63;A18;Lp;0.026666667"
"63;A18;To;0.4"
"64;A18;Cb;0.684931507"
"64;A18;Ga;0.273972603"
"64;A18;Hl;0.01369863"
"64;A18;Lp;0.02739726"
"65;A18;Cb;0.487804878"
"65;A18;Dg;0.036585366"
"65;A18;Ga;0.146341463"
"65;A18;Lp;0.012195122"
"65;A18;Pt;0"
"65;A18;Ra;0.012195122"
"65;A18;To;0.304878049"
"66;A18;Am;0.178571429"
"66;A18;Dg;0.047619048"
"66;A18;Sp;0.773809524"
"67;A18;Hp;1"
"68;A18;Ao;0.010869565"
"68;A18;Cj;0.706521739"
"68;A18;Fr;0.010869565"
"68;A18;Pg;0.27173913"
"69;A18;Cb;0.168539326"
"69;A18;Dg;0.056179775"
"69;A18;Ga;0.224719101"
"69;A18;Hl;0.02247191"
"69;A18;Ra;0.02247191"
"69;A18;To;0.505617978"
"70;A18;Cj;0.318181818"
"70;A18;Fr;0.009090909"
"70;A18;Ga;0.009090909"
"70;A18;Pm;0.109090909"
"70;A18;Pt;0.009090909"
"70;A18;Sp;0.545454545"
"70;A18;To;0"
"71;A18;Fr;1"
"72;A18;Dc;0.011904762"
"72;A18;Dg;0.011904762"
"72;A18;Ga;0.023809524"
"72;A18;Hl;0.011904762"
"72;A18;Hp;0.035714286"
"72;A18;Lp;0.011904762"
"72;A18;Pg;0.476190476"
"72;A18;Pm;0.416666667"
"73;A18;Be;0.03"
"73;A18;Dc;0.01"
"73;A18;Ga;0.01"
"73;A18;Lp;0.1"
"73;A18;Pg;0.55"
"73;A18;Pm;0.3"
"73;A18;Ra;0"
"74;A18;Dg;0.210526316"
"74;A18;Lp;0.789473684"
"74;A18;Pt;0"
"75;A18;Be;0.01010101"
"75;A18;Ga;0.353535354"
"75;A18;Pm;0.555555556"
"75;A18;To;0.080808081"
"76;A18;Am;0.069306931"
"76;A18;Ao;0"
"76;A18;Cb;0.00990099"
"76;A18;Ga;0.099009901"
"76;A18;Pm;0.02970297"
"76;A18;Sp;0.792079208"
"77;A18;Am;0.773195876"
"77;A18;Ga;0.082474227"
"77;A18;Lp;0.010309278"
"77;A18;Sp;0.134020619"
"78;A18;Ga;1"
"79;A18;Sp;1"
"80;A18;Cb;0.46875"
"80;A18;Ga;0.015625"
"80;A18;Lp;0.015625"
"80;A18;Pt;0.015625"
"80;A18;Ra;0.015625"
"80;A18;To;0.46875"
"82;A18;Am;0.172413793"
"82;A18;Ao;0.011494253"
"82;A18;Be;0.011494253"
"82;A18;Cj;0.195402299"
"82;A18;Dc;0"
"82;A18;Hp;0.034482759"
"82;A18;Pm;0.287356322"
