Plot;Harvest;Species;Herbivory;Notes
147;A18;Sp;NA;set to associated monoculture value
148;A18;Be;0.6;
149;A18;Dc;0.0555555555555556;
149;A18;Hp;0.4;
149;A18;Pg;0.56;
149;A18;Sp;1.88;
150;A18;Am;0.08;
150;A18;Ao;0.1875;
150;A18;Be;0.48;
150;A18;Cj;1.04;
150;A18;Dc;NA;set to associated monoculture value
150;A18;Pg;0.28;
150;A18;Pm;0.96;
150;A18;Sp;0.88;
151;A18;Am;NA;set to associated monoculture value
151;A18;Dc;NA;set to associated monoculture value
151;A18;Lp;NA;set to associated monoculture value
151;A18;To;NA;set to associated monoculture value
152;A18;Fr;0.6;
152;A18;Pt;0.56;
152;A18;Ra;NA;set to associated monoculture value
152;A18;Sp;1.52;
153;A18;Am;NA;set to associated monoculture value
153;A18;Be;NA;set to associated monoculture value
153;A18;Cj;NA;set to associated monoculture value
153;A18;Dc;NA;set to associated monoculture value
153;A18;Hp;NA;set to associated monoculture value
153;A18;Pg;NA;set to associated monoculture value
153;A18;Pm;NA;set to associated monoculture value
153;A18;Sp;NA;set to associated monoculture value
154;A18;Dg;NA;set to associated monoculture value
154;A18;Ga;NA;set to associated monoculture value
154;A18;Hl;NA;set to associated monoculture value
154;A18;Lp;NA;set to associated monoculture value
154;A18;Pt;NA;set to associated monoculture value
154;A18;To;NA;set to associated monoculture value
155;A18;Am;0.04;
155;A18;Ao;NA;set to associated monoculture value
155;A18;Be;0.76;
155;A18;Dc;0.444444444444444;
155;A18;Fr;0.64;
155;A18;Hp;0.64;
155;A18;Pm;0.68;
155;A18;Sp;1.08;
157;A18;Am;0.08;
157;A18;Ao;0;
157;A18;Fr;0.28;
157;A18;Hp;0.88;
158;A18;Am;0.04;
158;A18;Ao;NA;set to associated monoculture value
158;A18;Be;0.44;
158;A18;Cb;1.12;
158;A18;Cj;1.28;
158;A18;Dc;NA;set to associated monoculture value
158;A18;Dg;0.96;
158;A18;Fr;0.32;
158;A18;Ga;0.32;
158;A18;Hl;NA;set to associated monoculture value
158;A18;Hp;0.32;
158;A18;Lp;1.12;
158;A18;Pg;0.64;
158;A18;Pm;0.76;
158;A18;Pt;0.36;
158;A18;Ra;NA;set to associated monoculture value
158;A18;Sp;1.6;
158;A18;To;1.12;
159;A18;Dg;1.12;
159;A18;Lp;0.48;
159;A18;Pt;0.68;
160;A18;Am;NA;set to associated monoculture value
160;A18;Cj;NA;set to associated monoculture value
160;A18;Fr;NA;set to associated monoculture value
160;A18;Hp;NA;set to associated monoculture value
161;A18;Cb;NA;set to associated monoculture value
161;A18;Dg;NA;set to associated monoculture value
161;A18;Ga;NA;set to associated monoculture value
161;A18;Hl;NA;set to associated monoculture value
161;A18;Lp;NA;set to associated monoculture value
161;A18;To;NA;set to associated monoculture value
162;A18;Am;NA;set to associated monoculture value
162;A18;Ao;NA;set to associated monoculture value
162;A18;Be;NA;set to associated monoculture value
162;A18;Fr;NA;set to associated monoculture value
162;A18;Hp;NA;set to associated monoculture value
162;A18;Pg;NA;set to associated monoculture value
162;A18;Pm;NA;set to associated monoculture value
162;A18;Sp;NA;set to associated monoculture value
163;A18;Dc;NA;set to associated monoculture value
163;A18;Dg;NA;set to associated monoculture value
163;A18;Ga;NA;set to associated monoculture value
163;A18;Hl;NA;set to associated monoculture value
163;A18;Hp;NA;set to associated monoculture value
163;A18;Lp;NA;set to associated monoculture value
163;A18;Pg;NA;set to associated monoculture value
163;A18;Pm;NA;set to associated monoculture value
164;A18;Pm;1.28;
165;A18;Dg;NA;set to associated monoculture value
165;A18;Hl;NA;set to associated monoculture value
165;A18;Pt;NA;set to associated monoculture value
166;A18;Am;0;
166;A18;Ao;NA;set to associated monoculture value
166;A18;Be;1;
166;A18;Cb;0.52;
166;A18;Cj;1.04;
166;A18;Dc;NA;set to associated monoculture value
166;A18;Dg;0.6;
166;A18;Fr;0.68;
166;A18;Ga;0.36;
166;A18;Hl;0;
166;A18;Hp;1.16;
166;A18;Lp;0.64;
166;A18;Pg;0.56;
166;A18;Pm;0.92;
166;A18;Pt;0.76;
166;A18;Ra;NA;set to associated monoculture value
166;A18;Sp;1.36;
166;A18;To;1.58333333333333;
167;A18;Ra;1.68;
168;A18;Ao;NA;set to associated monoculture value
168;A18;Dc;NA;set to associated monoculture value
168;A18;Dg;NA;set to associated monoculture value
168;A18;To;NA;set to associated monoculture value
169;A18;Dg;0.92;
170;A18;Am;NA;set to associated monoculture value
170;A18;Ao;NA;set to associated monoculture value
170;A18;Cb;NA;set to associated monoculture value
170;A18;Ga;NA;set to associated monoculture value
170;A18;Pm;NA;set to associated monoculture value
170;A18;Sp;NA;set to associated monoculture value
171;A18;Am;0;
171;A18;Ao;NA;set to associated monoculture value
171;A18;Be;0.476190476190476;
171;A18;Cb;1.16;
171;A18;Cj;1.48;
171;A18;Dc;0.2;
171;A18;Dg;0.9;
171;A18;Fr;0.4;
171;A18;Ga;0.28;
171;A18;Hl;0.666666666666667;
171;A18;Hp;0.92;
171;A18;Lp;0.44;
171;A18;Pg;0.56;
171;A18;Pm;1.04;
171;A18;Pt;0.6;
171;A18;Ra;NA;set to associated monoculture value
171;A18;Sp;1.64;
171;A18;To;0.84;
172;A18;Cb;1.04;
172;A18;Hp;1.04;
172;A18;Lp;0.48;
172;A18;Pg;0.36;
173;A18;Am;NA;set to associated monoculture value
173;A18;Ao;NA;set to associated monoculture value
173;A18;Dc;NA;set to associated monoculture value
173;A18;Pm;NA;set to associated monoculture value
174;A18;Am;0.2;
174;A18;Ao;0.846153846153846;
174;A18;Be;0.56;
174;A18;Cj;1.32;
174;A18;Dc;NA;set to associated monoculture value
174;A18;Fr;0.28;
174;A18;Hp;1.08;
174;A18;Pm;1.28;
175;A18;Ao;NA;set to associated monoculture value
175;A18;Cj;NA;set to associated monoculture value
175;A18;Dc;NA;set to associated monoculture value
175;A18;Sp;NA;set to associated monoculture value
176;A18;Dc;0.6;
177;A18;Cb;NA;set to associated monoculture value
177;A18;Dg;NA;set to associated monoculture value
177;A18;Ga;NA;set to associated monoculture value
177;A18;Hl;NA;set to associated monoculture value
177;A18;Lp;NA;set to associated monoculture value
177;A18;To;NA;set to associated monoculture value
178;A18;Pm;1.12;
179;A18;Ao;NA;set to associated monoculture value
179;A18;Dc;NA;set to associated monoculture value
179;A18;Dg;NA;set to associated monoculture value
179;A18;To;NA;set to associated monoculture value
180;A18;Am;0;
180;A18;Ao;NA;set to associated monoculture value
180;A18;Be;0.68;
180;A18;Dc;NA;set to associated monoculture value
180;A18;Fr;0.52;
180;A18;Hp;0.76;
180;A18;Pm;0.96;
180;A18;Sp;1.44;
181;A18;Dc;NA;set to associated monoculture value
181;A18;Hp;0.52;
181;A18;Pg;0.64;
181;A18;Sp;1.2;
182;A18;Ga;0.16;
183;A18;Cb;1.08;
183;A18;Dg;0.52;
183;A18;Hl;1.24;
183;A18;Lp;1.16;
183;A18;Pt;0.32;
183;A18;To;1.2;
184;A18;Dg;1.36;
184;A18;Ga;0.2;
184;A18;Ra;NA;set to associated monoculture value
185;A18;Dc;0.4;
185;A18;Hl;0.52;
185;A18;Hp;0.92;
185;A18;Pg;0.68;
185;A18;Pm;1.68;
185;A18;To;1.24;
186;A18;Ao;NA;set to associated monoculture value
186;A18;Be;NA;set to associated monoculture value
186;A18;Cj;NA;set to associated monoculture value
186;A18;Dc;NA;set to associated monoculture value
186;A18;Fr;NA;set to associated monoculture value
186;A18;Hp;NA;set to associated monoculture value
186;A18;Pg;NA;set to associated monoculture value
186;A18;Pm;NA;set to associated monoculture value
187;A18;Ao;NA;set to associated monoculture value
187;A18;Cb;NA;set to associated monoculture value
187;A18;Dg;NA;set to associated monoculture value
187;A18;Ga;NA;set to associated monoculture value
187;A18;Hp;NA;set to associated monoculture value
187;A18;Pg;NA;set to associated monoculture value
187;A18;Ra;NA;set to associated monoculture value
187;A18;Sp;NA;set to associated monoculture value
188;A18;Dg;NA;set to associated monoculture value
188;A18;Hl;NA;set to associated monoculture value
188;A18;Pt;NA;set to associated monoculture value
189;A18;Cj;0.76;
189;A18;Fr;0.32;
189;A18;Ga;0.16;
189;A18;Pm;1.72;
189;A18;Pt;0.526315789473684;
189;A18;Sp;1.52;
189;A18;To;0.736842105263158;
190;A18;Am;0;
190;A18;Ao;NA;set to associated monoculture value
190;A18;Be;0.52;
190;A18;Cb;0.6;
190;A18;Cj;0.6;
190;A18;Dc;NA;set to associated monoculture value
190;A18;Dg;0.56;
190;A18;Fr;0.56;
190;A18;Ga;0.88;
190;A18;Hl;0.533333333333333;
190;A18;Hp;1;
190;A18;Lp;0.72;
190;A18;Pg;1.04;
190;A18;Pm;1.08;
190;A18;Pt;0.48;
190;A18;Ra;NA;set to associated monoculture value
190;A18;Sp;1.56;
190;A18;To;0.958333333333333;
191;A18;Am;0.04;
191;A18;Dg;0.92;
191;A18;Sp;1.6;
192;A18;Cb;NA;set to associated monoculture value
192;A18;Ga;NA;set to associated monoculture value
192;A18;Hl;NA;set to associated monoculture value
192;A18;Lp;NA;set to associated monoculture value
192;A18;Pt;NA;set to associated monoculture value
192;A18;Ra;NA;set to associated monoculture value
192;A18;To;NA;set to associated monoculture value
193;A18;Am;NA;set to associated monoculture value
193;A18;Dc;NA;set to associated monoculture value
193;A18;Lp;NA;set to associated monoculture value
193;A18;To;NA;set to associated monoculture value
194;A18;Dc;NA;set to associated monoculture value
194;A18;Lp;NA;set to associated monoculture value
194;A18;Pm;NA;set to associated monoculture value
194;A18;To;NA;set to associated monoculture value
195;A18;Be;0.76;
195;A18;Ga;0.32;
195;A18;Pm;1;
195;A18;To;1.16;
196;A18;Dg;NA;set to associated monoculture value
196;A18;Ga;NA;set to associated monoculture value
196;A18;Hl;NA;set to associated monoculture value
196;A18;Lp;NA;set to associated monoculture value
196;A18;Pt;NA;set to associated monoculture value
196;A18;To;NA;set to associated monoculture value
197;A18;Lp;1.04;
198;A18;Sp;1.36;
199;A18;Fr;0.8;
200;A18;Dg;0.88;
200;A18;Ga;0.52;
200;A18;Ra;NA;set to associated monoculture value
201;A18;Am;0.08;
201;A18;Ao;0.166666666666667;
201;A18;Fr;0.36;
201;A18;Hp;0.52;
202;A18;Cb;1.12;
203;A18;Am;NA;set to associated monoculture value
203;A18;Be;NA;set to associated monoculture value
203;A18;Cj;NA;set to associated monoculture value
203;A18;Dc;NA;set to associated monoculture value
203;A18;Fr;NA;set to associated monoculture value
203;A18;Pg;NA;set to associated monoculture value
203;A18;Pm;NA;set to associated monoculture value
203;A18;Sp;NA;set to associated monoculture value
204;A18;Ao;NA;set to associated monoculture value
204;A18;Be;0.4;
204;A18;Cj;0.72;
204;A18;Dc;NA;set to associated monoculture value
204;A18;Fr;0.64;
204;A18;Pg;0.44;
204;A18;Pm;0.88;
204;A18;Sp;1.88;
205;A18;Cb;0.64;
205;A18;Ga;0.12;
205;A18;Lp;0.4;
205;A18;Pt;0.538461538461538;
205;A18;Ra;NA;set to associated monoculture value
205;A18;To;0.6;
206;A18;Ga;0.16;
206;A18;Hl;0.32;
206;A18;Lp;0.72;
206;A18;Pt;0.44;
206;A18;Ra;NA;set to associated monoculture value
206;A18;To;1;
207;A18;Cj;0.88;
207;A18;Dg;1.36;
207;A18;Sp;1.12;
207;A18;To;0.473684210526316;
208;A18;Ao;1;
208;A18;Cj;1.2;
208;A18;Fr;0.6;
208;A18;Pg;0.2;
209;A18;Ao;NA;set to associated monoculture value
209;A18;Cj;NA;set to associated monoculture value
209;A18;Hp;NA;set to associated monoculture value
209;A18;Pg;NA;set to associated monoculture value
211;A18;Am;0.16;
211;A18;Ao;NA;set to associated monoculture value
211;A18;Be;0.4;
211;A18;Cj;0.8;
211;A18;Dc;NA;set to associated monoculture value
211;A18;Hp;0.52;
211;A18;Pm;0.84;
211;A18;Sp;0.84;
212;A18;To;0.88;
213;A18;Am;NA;set to associated monoculture value
213;A18;Be;NA;set to associated monoculture value
213;A18;Cj;NA;set to associated monoculture value
213;A18;Dc;NA;set to associated monoculture value
213;A18;Hp;NA;set to associated monoculture value
213;A18;Pg;NA;set to associated monoculture value
213;A18;Pm;NA;set to associated monoculture value
213;A18;Sp;NA;set to associated monoculture value
214;A18;Dg;NA;set to associated monoculture value
214;A18;Lp;NA;set to associated monoculture value
214;A18;Ra;NA;set to associated monoculture value
215;A18;Fr;1;
215;A18;Pt;0.4;
215;A18;Ra;NA;set to associated monoculture value
215;A18;Sp;1.16;
216;A18;Hp;0.84;
217;A18;Ao;NA;set to associated monoculture value
217;A18;Be;NA;set to associated monoculture value
217;A18;Cb;NA;set to associated monoculture value
217;A18;Cj;NA;set to associated monoculture value
217;A18;Hl;NA;set to associated monoculture value
217;A18;Hp;NA;set to associated monoculture value
217;A18;Lp;NA;set to associated monoculture value
217;A18;To;NA;set to associated monoculture value
218;A18;Dg;1.04;
218;A18;Lp;0.76;
218;A18;Pt;0.96;
218;A18;To;0.181818181818182;
219;A18;Hl;0.88;
220;A18;Cb;NA;set to associated monoculture value
220;A18;Ga;NA;set to associated monoculture value
220;A18;Hl;NA;set to associated monoculture value
220;A18;Lp;NA;set to associated monoculture value
221;A18;Cb;NA;set to associated monoculture value
221;A18;Dg;NA;set to associated monoculture value
221;A18;Pt;NA;set to associated monoculture value
221;A18;To;NA;set to associated monoculture value
222;A18;Am;0;
222;A18;Ao;NA;set to associated monoculture value
222;A18;Dg;1.08;
222;A18;Hl;0.28;
222;A18;Pg;0.6;
222;A18;Pm;0.44;
222;A18;Ra;2;
223;A18;Am;NA;set to associated monoculture value
223;A18;Cj;NA;set to associated monoculture value
223;A18;Fr;NA;set to associated monoculture value
223;A18;Hp;NA;set to associated monoculture value
224;A18;Be;1.28;
225;A18;Be;0.32;
225;A18;Cj;0.84;
225;A18;Dc;0.04;
225;A18;Pm;1.4;
226;A18;Am;NA;set to associated monoculture value
226;A18;Ga;NA;set to associated monoculture value
226;A18;Lp;NA;set to associated monoculture value
226;A18;Sp;NA;set to associated monoculture value
227;A18;Am;NA;set to associated monoculture value
227;A18;Ao;NA;set to associated monoculture value
227;A18;Be;NA;set to associated monoculture value
227;A18;Fr;NA;set to associated monoculture value
227;A18;Hp;NA;set to associated monoculture value
227;A18;Pg;NA;set to associated monoculture value
227;A18;Pm;NA;set to associated monoculture value
227;A18;Sp;NA;set to associated monoculture value
228;A18;Cb;0.44;
228;A18;Dg;1.28;
228;A18;Ga;0.24;
228;A18;Hl;1.08;
228;A18;Pt;0.88;
228;A18;To;0.56;
229;A18;Am;0.12;
230;A18;Am;0.12;
230;A18;Ao;NA;set to associated monoculture value
230;A18;Be;0.52;
230;A18;Cj;1.04;
230;A18;Dc;NA;set to associated monoculture value
230;A18;Pg;0.68;
230;A18;Pm;0.72;
230;A18;Sp;0.92;
231;A18;Be;0.72;
231;A18;Dc;NA;set to associated monoculture value
231;A18;Fr;0.72;
231;A18;Ga;0.2;
231;A18;Lp;0.52;
231;A18;Pt;0.48;
231;A18;Sp;1.24;
231;A18;To;0.64;
232;A18;Pt;1;
233;A18;Am;0;
233;A18;Ao;NA;set to associated monoculture value
233;A18;Be;0.24;
233;A18;Cb;0.56;
233;A18;Cj;1.04;
233;A18;Dc;NA;set to associated monoculture value
233;A18;Dg;1.12;
233;A18;Fr;0.24;
233;A18;Ga;0.4;
233;A18;Hl;0.92;
233;A18;Hp;0.68;
233;A18;Lp;1;
233;A18;Pg;0.96;
233;A18;Pm;1.44;
233;A18;Pt;0.36;
233;A18;Ra;NA;set to associated monoculture value
233;A18;Sp;1.44;
233;A18;To;0.470588235294118;
234;A18;Cj;1.28;
235;A18;Cb;0.32;
235;A18;Ga;0.24;
235;A18;Hl;0.72;
236;A18;Be;NA;set to associated monoculture value
236;A18;Dc;NA;set to associated monoculture value
236;A18;Ga;NA;set to associated monoculture value
236;A18;Lp;NA;set to associated monoculture value
236;A18;Pg;NA;set to associated monoculture value
236;A18;Pm;NA;set to associated monoculture value
236;A18;Ra;NA;set to associated monoculture value
237;A18;Dg;1.6;
237;A18;Lp;1.04;
237;A18;Pt;0.28;
238;A18;Ao;NA;set to associated monoculture value
238;A18;Dg;NA;set to associated monoculture value
238;A18;Hp;NA;set to associated monoculture value
238;A18;Ra;NA;set to associated monoculture value
239;A18;Dg;NA;set to associated monoculture value
239;A18;Lp;NA;set to associated monoculture value
239;A18;To;NA;set to associated monoculture value
240;A18;Dc;NA;set to associated monoculture value
240;A18;Dg;NA;set to associated monoculture value
240;A18;Ga;NA;set to associated monoculture value
240;A18;Hl;NA;set to associated monoculture value
240;A18;Hp;NA;set to associated monoculture value
240;A18;Lp;NA;set to associated monoculture value
240;A18;Pg;NA;set to associated monoculture value
240;A18;Pm;NA;set to associated monoculture value
241;A18;Be;0.52;
241;A18;Cb;0.44;
241;A18;Dc;NA;set to associated monoculture value
241;A18;Dg;1.04;
241;A18;Hl;0.72;
241;A18;Hp;0.28;
241;A18;Pg;0.32;
241;A18;Ra;NA;set to associated monoculture value
242;A18;Ao;0.84;
243;A18;Cb;0.44;
243;A18;Dg;1.36;
243;A18;Ga;0.36;
243;A18;Hl;0.4;
243;A18;Ra;NA;set to associated monoculture value
243;A18;To;0.76;
244;A18;Hp;0.48;
244;A18;Pg;0.16;
244;A18;Pm;1.16;
244;A18;Sp;1.2;
245;A18;Ao;NA;set to associated monoculture value
245;A18;Dc;NA;set to associated monoculture value
245;A18;Fr;NA;set to associated monoculture value
245;A18;Pm;NA;set to associated monoculture value
246;A18;Cb;NA;set to associated monoculture value
246;A18;Dg;NA;set to associated monoculture value
246;A18;Ga;NA;set to associated monoculture value
246;A18;Lp;NA;set to associated monoculture value
246;A18;Pt;NA;set to associated monoculture value
246;A18;Ra;NA;set to associated monoculture value
246;A18;To;NA;set to associated monoculture value
247;A18;Am;0.24;
247;A18;Ao;NA;set to associated monoculture value
247;A18;Be;0.916666666666667;
247;A18;Cb;0.64;
247;A18;Cj;2.4;
247;A18;Dc;NA;set to associated monoculture value
247;A18;Dg;1.48;
247;A18;Fr;0.2;
247;A18;Ga;NA;set to associated monoculture value
247;A18;Hl;0.96;
247;A18;Hp;1.4;
247;A18;Lp;0.72;
247;A18;Pg;NA;set to associated monoculture value
247;A18;Pm;NA;set to associated monoculture value
247;A18;Pt;0.3;
247;A18;Ra;NA;set to associated monoculture value
247;A18;Sp;1.96;
247;A18;To;0.76;
248;A18;Ra;1.16;
249;A18;Cb;NA;set to associated monoculture value
249;A18;Dg;NA;set to associated monoculture value
249;A18;Ga;NA;set to associated monoculture value
249;A18;Lp;NA;set to associated monoculture value
249;A18;Pt;NA;set to associated monoculture value
249;A18;Ra;NA;set to associated monoculture value
250;A18;Pg;0.32;
252;A18;Am;NA;set to associated monoculture value
252;A18;Ao;NA;set to associated monoculture value
252;A18;Be;NA;set to associated monoculture value
252;A18;Cj;NA;set to associated monoculture value
252;A18;Fr;NA;set to associated monoculture value
252;A18;Hp;NA;set to associated monoculture value
252;A18;Pg;NA;set to associated monoculture value
252;A18;Sp;NA;set to associated monoculture value
253;A18;Fr;0.36;
253;A18;Pt;0.6;
253;A18;Ra;NA;set to associated monoculture value
253;A18;Sp;0.72;
254;A18;Am;NA;set to associated monoculture value
254;A18;Be;NA;set to associated monoculture value
254;A18;Cj;NA;set to associated monoculture value
254;A18;Dc;NA;set to associated monoculture value
254;A18;Fr;NA;set to associated monoculture value
254;A18;Pg;NA;set to associated monoculture value
254;A18;Pm;NA;set to associated monoculture value
254;A18;Sp;NA;set to associated monoculture value
255;A18;Cb;NA;set to associated monoculture value
255;A18;Dg;NA;set to associated monoculture value
255;A18;Pt;NA;set to associated monoculture value
255;A18;To;NA;set to associated monoculture value
256;A18;Hp;0.48;
256;A18;Pg;0.48;
256;A18;Pm;1.08;
256;A18;Sp;0.84;
257;A18;Ao;NA;set to associated monoculture value
257;A18;Dc;NA;set to associated monoculture value
257;A18;Fr;NA;set to associated monoculture value
257;A18;Pm;NA;set to associated monoculture value
258;A18;Am;0.08;
258;A18;Ao;NA;set to associated monoculture value
258;A18;Be;0.32;
258;A18;Cj;0.92;
258;A18;Dc;NA;set to associated monoculture value
258;A18;Fr;0.76;
258;A18;Hp;0.32;
258;A18;Pm;0.92;
259;A18;Cb;NA;set to associated monoculture value
259;A18;Ga;NA;set to associated monoculture value
259;A18;Hl;NA;set to associated monoculture value
259;A18;Lp;NA;set to associated monoculture value
260;A18;Am;0.04;
260;A18;Dg;0.16;
260;A18;Sp;0.96;
261;A18;Dg;NA;set to associated monoculture value
261;A18;Hl;NA;set to associated monoculture value
261;A18;Pt;NA;set to associated monoculture value
262;A18;Pg;0.28;
263;A18;Cb;0.6;
263;A18;Ga;0.12;
263;A18;Lp;0.64;
263;A18;Pt;0.52;
263;A18;Ra;NA;set to associated monoculture value
263;A18;To;0.2;
264;A18;Ao;NA;set to associated monoculture value
264;A18;Dg;NA;set to associated monoculture value
264;A18;Hp;NA;set to associated monoculture value
264;A18;Ra;NA;set to associated monoculture value
265;A18;Am;NA;set to associated monoculture value
265;A18;Dc;NA;set to associated monoculture value
265;A18;Lp;NA;set to associated monoculture value
265;A18;To;NA;set to associated monoculture value
266;A18;Ao;NA;set to associated monoculture value
266;A18;Cj;0.92;
266;A18;Fr;0.32;
266;A18;Pg;0.4;
267;A18;Ga;0.2;
267;A18;Hl;0.36;
267;A18;Lp;0.52;
267;A18;Pt;0.12;
267;A18;Ra;NA;set to associated monoculture value
267;A18;To;0.428571428571429;
268;A18;Am;0.12;
268;A18;Ao;0.529411764705882;
268;A18;Dg;0.88;
268;A18;Hl;NA;set to associated monoculture value
268;A18;Pg;0.28;
268;A18;Pm;0.52;
268;A18;Ra;NA;set to associated monoculture value
269;A18;Dc;0.444444444444444;
269;A18;Hl;0.56;
269;A18;Hp;0.96;
269;A18;Pg;0.24;
269;A18;Pm;1;
269;A18;To;0.44;
270;A18;Dg;NA;set to associated monoculture value
270;A18;Lp;NA;set to associated monoculture value
270;A18;To;NA;set to associated monoculture value
271;A18;Ao;0.48;
271;A18;Be;0.24;
271;A18;Cj;0.6;
271;A18;Dc;NA;set to associated monoculture value
271;A18;Fr;0.48;
271;A18;Pg;0.36;
271;A18;Pm;0.72;
271;A18;Sp;1.16;
272;A18;Am;NA;set to associated monoculture value
272;A18;Ao;NA;set to associated monoculture value
272;A18;Dc;NA;set to associated monoculture value
272;A18;Pm;NA;set to associated monoculture value
273;A18;Cj;0.88;
273;A18;Dg;1.08;
273;A18;Sp;0.68;
273;A18;To;0.32;
274;A18;Pm;1.24;
275;A18;Fr;0.88;
276;A18;Ao;NA;set to associated monoculture value
276;A18;Be;NA;set to associated monoculture value
276;A18;Cb;NA;set to associated monoculture value
276;A18;Cj;NA;set to associated monoculture value
276;A18;Hl;NA;set to associated monoculture value
276;A18;Hp;NA;set to associated monoculture value
276;A18;Lp;NA;set to associated monoculture value
276;A18;To;NA;set to associated monoculture value
277;A18;Cb;NA;set to associated monoculture value
277;A18;Ga;NA;set to associated monoculture value
277;A18;Hl;NA;set to associated monoculture value
277;A18;Lp;NA;set to associated monoculture value
277;A18;Pt;NA;set to associated monoculture value
277;A18;Ra;NA;set to associated monoculture value
277;A18;To;NA;set to associated monoculture value
278;A18;Ao;1.04;
279;A18;Sp;1.44;
280;A18;Be;NA;set to associated monoculture value
280;A18;Dc;NA;set to associated monoculture value
280;A18;Ga;NA;set to associated monoculture value
280;A18;Lp;NA;set to associated monoculture value
280;A18;Pg;NA;set to associated monoculture value
280;A18;Pm;NA;set to associated monoculture value
280;A18;Ra;NA;set to associated monoculture value
281;A18;Am;0.12;
282;A18;Am;0;
282;A18;Ao;NA;set to associated monoculture value
282;A18;Be;0.56;
282;A18;Dc;NA;set to associated monoculture value
282;A18;Fr;0.52;
282;A18;Hp;1.12;
282;A18;Pm;0.48;
282;A18;Sp;0.96;
283;A18;Dc;NA;set to associated monoculture value
283;A18;Lp;NA;set to associated monoculture value
283;A18;Pm;NA;set to associated monoculture value
283;A18;To;NA;set to associated monoculture value
284;A18;Be;0.48;
284;A18;Cj;1.24;
284;A18;Dc;0.8;
284;A18;Pm;1.6;
285;A18;Am;NA;set to associated monoculture value
285;A18;Ao;NA;set to associated monoculture value
285;A18;Be;NA;set to associated monoculture value
285;A18;Fr;NA;set to associated monoculture value
285;A18;Hp;NA;set to associated monoculture value
285;A18;Pg;NA;set to associated monoculture value
285;A18;Pm;NA;set to associated monoculture value
285;A18;Sp;NA;set to associated monoculture value
286;A18;Cb;0.76;
287;A18;Dg;1.36;
287;A18;Lp;0.28;
287;A18;Pt;0.44;
287;A18;To;0.56;
288;A18;Am;NA;set to associated monoculture value
288;A18;Be;NA;set to associated monoculture value
288;A18;Cj;NA;set to associated monoculture value
288;A18;Dc;NA;set to associated monoculture value
288;A18;Hp;NA;set to associated monoculture value
288;A18;Pg;NA;set to associated monoculture value
288;A18;Pm;NA;set to associated monoculture value
288;A18;Sp;NA;set to associated monoculture value
289;A18;Dg;0.88;
289;A18;Lp;0.32;
289;A18;Pt;0.6;
290;A18;Am;0.16;
290;A18;Ao;NA;set to associated monoculture value
290;A18;Be;0.44;
290;A18;Cb;0.857142857142857;
290;A18;Cj;0.52;
290;A18;Dc;NA;set to associated monoculture value
290;A18;Dg;0.4;
290;A18;Fr;0.44;
290;A18;Ga;0;
290;A18;Hl;NA;set to associated monoculture value
290;A18;Hp;0.48;
290;A18;Lp;0.88;
290;A18;Pg;0.44;
290;A18;Pm;0.64;
290;A18;Pt;0.333333333333333;
290;A18;Ra;NA;set to associated monoculture value
290;A18;Sp;0.68;
290;A18;To;NA;set to associated monoculture value
291;A18;Cj;0.8;
291;A18;Fr;1.04;
291;A18;Ga;0.32;
291;A18;Pm;0.6;
291;A18;Pt;NA;set to associated monoculture value
291;A18;Sp;0.88;
291;A18;To;0;
292;A18;Pt;0.88;
293;A18;Ao;NA;set to associated monoculture value
293;A18;Cb;NA;set to associated monoculture value
293;A18;Dg;NA;set to associated monoculture value
293;A18;Ga;NA;set to associated monoculture value
293;A18;Hp;NA;set to associated monoculture value
293;A18;Pg;NA;set to associated monoculture value
293;A18;Ra;NA;set to associated monoculture value
293;A18;Sp;NA;set to associated monoculture value
294;A18;Lp;0.64;
295;A18;Am;0.08;
295;A18;Ao;NA;set to associated monoculture value
295;A18;Be;0.68;
295;A18;Cb;1;
295;A18;Cj;0.72;
295;A18;Dc;1.16666666666667;
295;A18;Dg;1.44;
295;A18;Fr;0.48;
295;A18;Ga;0.16;
295;A18;Hl;0.75;
295;A18;Hp;0.44;
295;A18;Lp;0.28;
295;A18;Pg;0.8;
295;A18;Pm;1.32;
295;A18;Pt;0.64;
295;A18;Ra;NA;set to associated monoculture value
295;A18;Sp;1;
295;A18;To;NA;set to associated monoculture value
296;A18;Dg;NA;set to associated monoculture value
296;A18;Lp;NA;set to associated monoculture value
296;A18;Ra;NA;set to associated monoculture value
297;A18;Dg;0.72;
297;A18;Ga;0.16;
297;A18;Ra;NA;set to associated monoculture value
298;A18;Dg;1.52;
299;A18;Hl;0.64;
300;A18;Cb;NA;set to associated monoculture value
300;A18;Dg;NA;set to associated monoculture value
300;A18;Ga;NA;set to associated monoculture value
300;A18;Lp;NA;set to associated monoculture value
300;A18;Pt;NA;set to associated monoculture value
300;A18;Ra;NA;set to associated monoculture value
300;A18;To;NA;set to associated monoculture value
301;A18;Cb;NA;set to associated monoculture value
301;A18;Dg;NA;set to associated monoculture value
301;A18;Ga;NA;set to associated monoculture value
301;A18;Lp;NA;set to associated monoculture value
301;A18;Pt;NA;set to associated monoculture value
301;A18;Ra;NA;set to associated monoculture value
302;A18;Ao;NA;set to associated monoculture value
302;A18;Dc;NA;set to associated monoculture value
302;A18;Dg;NA;set to associated monoculture value
302;A18;To;NA;set to associated monoculture value
303;A18;Am;NA;set to associated monoculture value
